molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
"3r6g_ligand",6,0,0,3,5,16,0,-2,559.572,8.112,919.872,530.385,389.487,0.000,0.000,1715.144,3.750,14.250,0.0383698,0.0299988,0.7533063,52.212,18.076,31.471,27.823,-0.525,-1.836,-1.580,6.771,0.005,-4.977,0.014,-7.162,9.570,-0.450,7,-2.378,1,0.000,0.000,97.864,307.671,16,3,0,0,0,0,39,2,0.001
"3r5m_ligand",2,0,0,0,0,6,0,0,266.339,0.309,574.998,234.399,78.363,262.235,0.000,974.250,2.000,1.500,0.0000983,0.0036893,0.8265692,31.487,10.043,13.592,6.503,4.799,-4.454,-4.536,-5.589,1789.720,-0.563,928.070,-1.464,8.510,0.046,4,0.581,3,100.000,0.000,0.000,40.661,2,0,12,0,12,0,20,0,0.111
"3r04_ligand",0,1,0,1,0,5,0,-2,352.392,4.274,633.340,181.108,215.807,236.424,0.000,1104.729,4.000,6.500,0.0165315,0.0205261,0.8160166,37.105,12.555,22.057,15.477,-0.054,-3.892,-3.444,-4.555,5.622,-1.500,2.574,-6.247,8.800,0.929,4,-0.136,2,40.049,0.000,0.000,118.720,7,0,21,0,21,6,26,1,0.000
"3r2y_ligand",0,0,0,0,0,1,0,-1,340.384,7.836,634.637,111.256,134.707,388.675,0.000,1087.548,2.000,4.500,0.0564600,0.0100277,0.8058825,40.439,12.431,19.719,11.948,3.567,-5.924,-5.630,-6.527,522.969,-0.880,245.503,-2.537,8.914,1.072,3,0.594,3,96.484,0.000,0.000,79.254,5,0,25,0,25,2,26,1,0.001
"3r2f_ligand",4,1,0,0,3,17,0,-2,656.812,5.553,1016.678,576.367,106.788,239.744,93.779,2017.614,3.250,12.150,0.0152836,0.0215444,0.7595224,65.965,19.635,33.699,21.753,4.018,-4.504,-5.429,-3.169,84.373,-1.067,381.900,-3.073,9.342,0.207,4,-0.128,1,71.986,93.779,57.026,125.276,9,1,22,0,22,7,47,0,0.017
"3r2b_ligand",0,1,0,0,0,1,1,0,403.440,5.353,640.161,259.116,124.002,257.043,0.000,1166.146,3.000,7.500,0.0245720,0.0202924,0.8369727,42.328,12.420,22.892,15.412,2.167,-3.863,-4.570,-6.122,164.775,-0.278,77.944,-4.866,9.030,1.020,1,0.280,3,79.311,0.000,0.000,105.426,8,0,29,0,29,7,30,0,0.001
"3r2a_ligand",1,0,0,1,0,3,0,-2,284.225,5.797,476.769,0.000,272.737,204.032,0.000,805.420,1.000,5.500,0.0417172,0.0115360,0.8780890,26.101,9.315,14.077,10.330,0.950,-2.635,-3.666,-2.670,6.503,-1.976,2.723,-5.539,9.668,1.760,2,-0.488,2,47.061,0.000,0.000,142.549,6,0,14,0,14,0,21,1,0.002
"3r01_ligand",0,0,0,1,0,2,0,-1,271.067,2.860,414.408,93.350,118.982,125.117,76.959,666.729,1.000,3.250,0.0122656,0.0078425,0.8906418,20.439,6.885,10.010,6.628,2.242,-2.761,-3.950,-2.091,186.720,-0.368,270.777,-3.080,9.091,0.979,2,-0.406,3,80.725,0.000,0.000,68.117,4,0,9,0,9,0,15,0,0.392
"3r0y_ligand",5,0,0,0,3,17,0,-2,601.744,4.365,1067.948,378.872,167.612,521.464,0.000,1993.821,2.500,10.200,0.0095562,0.0151015,0.7173631,67.703,22.944,32.073,22.379,4.829,-6.417,-6.420,-4.469,66.203,-2.632,112.921,-1.139,9.479,0.527,7,0.184,1,74.854,0.000,73.562,167.277,10,1,18,0,18,0,44,2,0.017
"3r0t_ligand",1,0,0,1,0,5,0,-2,439.396,10.083,725.529,157.274,155.216,295.405,117.633,1261.164,3.000,6.000,0.0806184,0.0143238,0.7780806,43.928,13.134,23.860,13.772,4.573,-6.750,-6.588,-4.724,84.642,-1.158,192.322,-2.859,8.308,1.662,2,0.368,1,88.220,117.633,0.000,101.756,7,0,23,3,20,3,32,1,0.000
"3r0i_ligand",0,0,0,2,1,8,1,-2,309.206,7.730,532.451,134.236,208.246,97.049,92.921,896.897,3.000,9.200,0.0666262,0.0299274,0.8447213,25.530,8.760,18.845,16.888,0.527,-1.446,-1.737,0.482,4.015,-1.636,11.612,-4.248,9.446,0.242,2,-1.479,2,40.834,88.690,28.214,112.981,6,0,6,0,6,0,20,1,0.627
"3r0h_ligand",19,1,1,1,10,36,0,-2,1106.246,19.092,1387.572,471.891,646.812,268.869,0.000,3031.832,14.750,24.500,0.1202263,0.0678120,0.7300952,94.632,35.699,70.536,57.922,-6.575,0.726,-3.692,7.644,0.000,-9.298,0.000,-13.162,8.349,0.206,20,-3.826,1,0.000,0.000,146.495,534.075,28,3,15,0,15,0,79,2,0.000
"3r00_ligand",0,0,0,1,0,1,0,-1,241.041,2.058,373.073,0.000,117.663,178.365,77.045,586.213,1.000,2.500,0.0072258,0.0067011,0.9079756,18.368,6.549,8.956,6.364,2.104,-2.419,-3.620,-2.064,192.176,-0.259,279.642,-2.964,9.430,1.037,1,-0.447,3,80.136,0.000,0.000,59.947,3,0,9,0,9,0,13,0,0.998
"3qzt_ligand",18,1,2,1,6,29,0,-2,765.871,13.788,1276.540,550.828,650.659,75.053,0.000,2385.983,14.250,20.250,0.0796758,0.0598822,0.6764599,71.429,30.349,57.932,52.427,-6.672,-0.194,-0.864,2.203,0.000,-10.265,0.000,-14.588,8.127,-0.452,13,-3.232,1,0.000,0.000,138.908,444.016,23,3,5,0,5,0,54,2,0.000
"3qyy_ligand",10,0,0,2,0,6,4,-2,690.416,4.541,832.437,107.493,605.597,111.192,8.155,1581.381,10.000,27.800,0.0130411,0.1056072,0.7885657,54.342,20.347,50.046,47.306,-5.239,-3.035,-2.805,-1.868,0.001,-6.271,0.000,-11.713,8.532,0.998,4,-2.071,1,0.000,0.000,0.000,357.194,24,3,36,0,28,12,46,1,0.000
"3qx8_ligand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3qw8_ligand",8,1,1,0,4,17,2,-2,436.546,7.034,706.714,276.245,320.275,0.000,110.193,1277.431,8.750,9.750,0.0387330,0.0408099,0.8056501,34.053,15.136,30.243,27.304,-2.759,0.673,-0.028,0.095,0.658,-3.082,3.045,-9.915,8.335,0.082,11,-2.137,1,0.000,0.000,67.546,242.534,12,2,0,0,0,0,28,2,0.000
"3qw6_ligand",9,1,1,0,4,18,1,-2,496.583,2.746,769.065,230.820,343.336,138.612,56.297,1453.175,9.750,11.000,0.0051885,0.0446613,0.8067651,41.768,17.729,34.721,33.236,-2.553,1.555,-0.953,-0.548,0.229,-3.501,0.895,-9.756,8.193,0.446,12,-2.022,1,0.000,0.000,97.617,263.917,13,2,6,0,6,0,34,2,0.003
"3qvu_ligand",3,0,0,0,0,2,0,-1,139.110,6.722,317.473,0.000,152.249,165.225,0.000,475.534,1.000,1.750,0.0950066,0.0055123,0.9280662,13.171,5.148,7.707,5.390,1.908,-0.894,-1.678,-3.484,356.554,-0.736,162.275,-3.551,10.248,1.119,2,-0.500,3,83.795,0.000,0.000,67.552,4,0,6,0,6,0,10,0,2.826
"3qup_ligand",1,2,0,0,0,1,0,2,418.513,7.454,712.529,295.219,79.960,290.707,46.643,1297.460,2.000,6.500,0.0428257,0.0129011,0.8074053,47.905,13.062,23.093,13.083,3.478,-4.404,-4.007,-7.487,107.509,0.597,97.887,-5.998,8.651,0.733,0,0.793,3,83.667,46.643,0.000,58.484,5,0,28,0,28,10,31,0,0.000
"3que_ligand",0,0,0,0,0,8,0,-2,425.431,9.480,739.338,178.121,145.240,326.958,89.019,1287.464,3.000,6.650,0.0698022,0.0155790,0.7741271,43.356,13.743,23.609,13.921,3.965,-6.184,-6.019,-6.746,415.521,-1.316,588.488,-2.276,8.400,0.802,6,0.358,3,100.000,89.019,0.000,88.563,5,0,21,0,18,2,31,1,0.001
"3qu0_ligand",0,0,0,0,0,7,0,-2,375.419,3.077,622.355,0.000,284.501,305.005,32.850,1058.437,4.000,9.500,0.0089469,0.0305292,0.8070559,34.623,13.295,23.207,18.910,0.242,-3.486,-4.076,-6.109,19.860,-2.690,10.830,-5.016,8.559,1.460,3,-0.563,2,51.593,0.000,0.000,150.783,8,0,17,0,17,0,25,1,0.001
"3qtz_ligand",0,0,0,0,0,7,0,-2,392.422,5.522,631.892,0.000,274.721,291.529,65.643,1082.561,4.000,8.000,0.0281693,0.0253208,0.8069079,35.460,12.989,23.051,17.309,1.076,-4.074,-4.891,-6.047,24.588,-2.510,20.630,-4.884,8.494,1.430,1,-0.317,2,58.136,45.252,0.000,141.191,7,0,17,0,17,0,26,0,0.000
"3qts_ligand",1,0,0,0,0,7,0,-2,327.400,3.448,596.029,107.076,129.384,341.464,18.105,1021.758,4.000,4.950,0.0116375,0.0166099,0.8231203,33.503,12.008,19.663,13.553,2.661,-3.913,-4.666,-6.023,587.419,-1.087,349.776,-2.029,7.791,0.461,6,-0.056,3,92.086,0.000,0.000,77.552,5,0,17,0,17,0,23,0,0.374
"3qtr_ligand",1,0,0,0,0,6,0,-1,297.374,2.141,561.722,14.122,111.911,401.058,34.631,948.269,4.000,4.200,0.0048333,0.0149540,0.8309940,31.773,11.708,18.696,13.244,2.727,-3.725,-4.328,-6.179,860.289,-0.794,650.752,-1.593,7.811,0.487,5,-0.098,3,95.438,0.000,0.000,66.050,4,0,17,0,17,0,21,0,1.428
"3qtq_ligand",1,0,0,0,0,7,0,-2,264.345,3.297,530.552,186.871,147.838,164.378,31.464,883.041,4.000,5.700,0.0123110,0.0214871,0.8389923,26.260,9.639,17.437,13.059,1.268,-2.828,-2.936,-4.921,392.598,-1.181,267.804,-2.993,7.822,0.162,6,-0.448,3,80.796,0.000,0.000,82.383,5,0,11,0,11,0,18,0,0.401
"3qt7_ligand",5,0,0,4,0,12,2,-2,326.109,16.294,493.221,98.531,345.241,0.000,49.449,840.118,1.000,8.750,0.3160280,0.0177405,0.8730059,19.762,8.521,17.339,10.708,0.864,-0.616,-2.392,3.643,0.086,-3.058,0.022,-6.730,10.549,0.586,2,-1.853,1,12.902,39.253,0.000,188.298,10,0,0,0,0,0,19,1,0.015
"3qs1_ligand",2,0,0,0,3,12,0,-2,631.785,5.467,941.945,377.847,141.066,384.812,38.220,1871.254,3.000,11.650,0.0159745,0.0214220,0.7796409,64.703,20.226,32.985,22.477,3.624,-5.471,-6.499,-2.810,183.021,-1.613,342.173,-1.612,9.291,0.177,10,-0.166,1,75.698,0.000,49.707,137.483,9,1,26,0,26,6,45,1,0.052
"3qqu_ligand",0,0,0,0,0,5,0,0,428.493,5.505,752.995,259.753,59.119,434.123,0.000,1342.543,2.000,7.450,0.0225697,0.0139920,0.7816125,48.510,14.739,23.200,14.051,4.546,-6.367,-6.327,-7.136,2724.419,-0.383,1461.603,-0.600,7.928,1.017,6,0.548,1,100.000,0.000,0.000,72.087,8,0,28,0,28,4,32,1,0.046
"3qpo_ligand",3,0,0,0,0,5,0,0,440.544,4.198,791.405,298.905,37.617,454.883,0.000,1453.996,0.000,5.000,0.0121185,0.0000000,0.7842873,53.169,15.308,20.434,8.796,6.618,-7.782,-7.464,-7.192,4356.895,-0.146,2427.866,-0.130,8.941,1.147,7,1.289,1,100.000,0.000,0.000,51.708,6,1,28,0,28,5,33,2,0.005
"3qo3_ligand",7,0,0,4,0,14,3,-2,507.183,20.088,641.771,55.284,478.288,92.937,15.263,1174.137,4.000,20.100,0.3436802,0.0626391,0.8386816,32.733,14.170,33.306,27.723,-2.335,-0.297,-2.222,2.644,0.005,-4.776,0.001,-8.663,8.776,0.553,4,-2.611,1,0.000,0.000,0.000,286.368,18,3,14,0,14,4,31,1,0.001
"3qnj_ligand",19,2,1,1,7,27,0,-2,967.176,14.742,1387.954,887.894,399.267,100.794,0.000,2854.541,10.750,24.000,0.0761290,0.0566944,0.7011550,91.711,31.289,61.238,45.867,-3.916,-2.459,-2.201,3.128,0.006,-5.681,0.008,-10.056,8.370,-0.076,16,-2.602,1,0.000,0.000,80.782,373.469,22,3,26,0,26,16,69,2,0.000
"3qmk_ligand",16,0,0,8,0,34,8,-2,1172.930,7.919,1153.361,157.897,982.401,0.000,13.063,2386.277,15.000,50.100,0.0262764,0.1682357,0.7487675,67.513,30.743,75.067,72.998,-9.195,2.000,-1.855,8.863,0.000,-13.136,0.000,-16.361,9.867,0.611,7,-6.063,1,0.000,0.000,0.000,685.506,41,3,24,0,24,20,71,2,0.000
"3qlc_ligand",18,2,1,1,7,31,0,-2,774.873,16.127,1221.000,599.354,621.646,0.000,0.000,2352.597,12.500,20.400,0.1105480,0.0590703,0.7006175,68.092,28.292,54.594,48.675,-7.514,1.837,0.808,3.600,0.000,-8.951,0.000,-14.125,8.505,-0.535,17,-3.487,1,0.000,0.000,138.189,456.205,23,3,0,0,0,0,54,2,0.000
"3qkl_ligand",0,1,0,0,0,11,0,-2,556.719,4.792,839.845,453.384,133.163,253.298,0.000,1646.285,2.000,11.650,0.0139492,0.0196174,0.8028528,55.086,16.618,27.749,16.347,3.480,-4.180,-5.743,-6.656,134.901,-1.078,62.788,-4.088,8.514,0.461,6,0.295,3,72.488,0.000,0.000,102.825,9,1,24,0,24,7,39,0,0.003
"3qj9_ligand",2,0,0,0,0,1,0,0,439.516,4.474,776.456,260.673,55.432,460.352,0.000,1387.005,0.000,5.000,0.0144332,0.0000000,0.7746406,53.108,14.899,20.605,9.801,6.064,-8.150,-7.562,-7.374,2952.839,-0.113,1594.497,-0.823,8.619,0.946,2,1.265,1,100.000,0.000,0.000,62.884,7,1,30,0,30,5,33,1,0.000
"3qiy_ligand",0,1,0,0,1,9,1,1,367.274,6.837,636.106,108.489,132.572,252.037,143.009,1124.054,2.000,6.200,0.0415825,0.0137841,0.8219144,35.459,12.820,18.970,13.396,2.421,-2.452,-3.201,-4.967,74.881,-0.538,386.671,-4.273,9.329,0.201,4,-0.253,3,74.669,0.000,32.820,68.878,4,0,12,0,12,0,24,0,0.069
"3qip_ligand",0,0,0,1,0,5,0,-2,361.356,5.492,613.790,31.178,221.371,361.241,0.000,1079.739,3.000,3.750,0.0279325,0.0105821,0.8292609,37.297,13.016,19.615,12.144,3.489,-4.924,-6.089,-4.210,19.964,-1.884,9.153,-3.847,8.139,0.864,3,0.280,2,70.648,0.000,0.000,126.082,7,0,21,0,21,0,27,1,0.001
"3qio_ligand",1,0,0,0,0,3,1,-2,318.303,7.958,528.551,0.000,253.424,273.793,1.335,895.355,2.000,9.200,0.0707372,0.0246159,0.8499788,30.367,10.658,19.380,15.907,-0.280,-2.591,-3.115,-5.265,39.146,-1.953,15.154,-4.938,9.871,1.260,0,-0.673,2,53.811,0.000,0.000,131.380,7,0,16,0,16,0,22,0,0.009
"3qi4_ligand",1,0,0,0,0,2,0,0,222.246,5.034,443.002,256.738,120.197,66.067,0.000,744.327,1.000,5.000,0.0340407,0.0112866,0.8966063,22.981,6.781,11.697,8.001,1.162,-2.238,-2.359,-3.520,717.916,-0.554,345.766,-3.310,9.072,0.518,0,-0.339,3,84.870,0.000,0.000,83.823,6,0,9,0,9,0,16,0,0.438
"3qi3_ligand",0,0,0,0,0,2,0,0,336.316,3.471,577.598,172.478,95.679,201.526,107.915,1004.269,1.000,4.500,0.0119948,0.0077909,0.8396658,34.677,9.139,15.747,8.624,3.687,-5.328,-5.149,-5.087,1226.246,-0.197,2405.744,-2.381,9.313,0.965,2,0.398,3,100.000,107.915,0.000,66.917,5,0,15,0,15,0,24,0,0.007
"3qfv_ligand",0,0,0,0,1,2,0,-2,279.288,6.411,493.182,0.000,229.757,192.700,70.725,815.664,4.000,3.500,0.0503951,0.0141936,0.8560498,27.045,9.453,17.902,15.151,0.622,-2.415,-3.190,-3.406,35.491,-1.474,63.566,-4.883,8.589,1.027,3,-0.481,2,58.330,46.829,33.542,115.155,5,0,11,0,11,0,19,0,0.014
"3qem_ligand",1,1,0,0,0,8,0,1,339.477,0.978,670.067,262.511,79.266,328.290,0.000,1196.412,2.000,4.450,0.0007993,0.0093920,0.8133929,39.725,12.666,18.130,9.652,4.059,-4.199,-3.968,-6.843,437.640,-0.319,224.037,-3.118,8.874,-0.273,4,0.599,3,100.000,0.000,0.000,44.473,3,0,18,0,18,5,25,0,0.016
"3qel_ligand",0,1,0,0,0,6,0,1,323.434,2.385,635.020,225.350,81.656,328.014,0.000,1125.608,1.000,4.750,0.0050527,0.0074801,0.8240796,38.173,11.778,16.453,8.854,3.784,-3.683,-3.600,-6.669,415.386,-0.201,211.749,-3.355,9.078,0.348,4,0.500,3,95.970,0.000,0.000,49.327,3,0,18,0,18,5,24,0,0.017
"3qd3_ligand",2,0,0,0,0,5,0,-2,438.531,7.176,799.400,392.142,255.645,151.613,0.000,1414.566,6.000,7.000,0.0364002,0.0214491,0.7623419,48.694,15.833,29.470,18.993,2.675,-6.621,-5.797,-6.101,37.292,-2.671,14.140,-5.217,7.720,0.502,1,0.461,1,57.779,0.000,0.000,149.998,10,1,21,0,21,5,32,1,0.000
"3qd0_ligand",1,0,0,0,0,5,0,-2,442.522,6.634,775.944,201.162,227.212,347.571,0.000,1379.982,6.000,7.000,0.0318955,0.0220975,0.7725325,49.182,16.623,29.797,20.076,2.904,-6.241,-6.232,-6.870,69.383,-2.276,27.662,-4.003,7.681,0.501,3,0.389,1,63.948,0.000,0.000,137.643,9,1,27,0,27,5,33,1,0.000
"3qcx_ligand",1,0,0,0,0,3,0,-2,325.372,8.625,576.432,218.191,207.510,150.730,0.000,1006.699,5.000,6.200,0.0738985,0.0240508,0.8427204,33.647,11.210,22.883,16.311,1.151,-3.802,-4.122,-4.796,106.680,-1.565,44.037,-4.525,7.777,0.646,2,-0.126,3,69.984,0.000,0.000,117.543,8,0,21,0,21,4,24,0,0.002
"3qcl_ligand",0,0,0,1,0,8,0,-1,381.273,2.302,632.231,145.947,136.054,189.239,160.991,1102.398,2.000,4.200,0.0048060,0.0093948,0.8162975,34.634,12.318,17.109,8.811,4.669,-5.534,-5.911,-3.599,128.617,-0.885,522.338,-2.592,8.811,0.980,3,0.232,3,92.033,0.000,0.000,68.330,3,0,12,0,12,0,24,0,0.003
"3qcj_ligand",1,0,0,1,0,8,0,-2,532.428,11.242,732.419,127.152,171.149,255.053,179.065,1347.458,2.000,8.250,0.0937993,0.0159298,0.8055309,45.070,15.486,24.571,13.734,4.488,-6.044,-7.698,-4.088,59.772,-1.238,286.579,-3.007,8.832,1.616,3,0.143,2,72.061,0.000,0.000,125.602,7,1,17,0,17,0,32,1,0.000
"3qce_ligand",1,0,0,1,0,4,0,0,319.220,6.284,508.195,24.346,83.774,194.991,205.084,860.236,1.000,2.500,0.0459065,0.0049194,0.8607560,27.566,9.815,13.022,5.955,4.658,-4.452,-5.338,-2.908,402.785,0.072,3128.725,-1.993,8.943,1.466,2,0.144,3,100.000,0.000,0.000,47.841,2,0,11,0,11,0,18,0,0.044
"3qc9_ligand",4,0,0,3,0,11,2,-2,427.204,6.595,598.318,62.706,414.448,113.478,7.687,1052.642,4.000,16.100,0.0413192,0.0538175,0.8364117,29.993,12.662,25.775,24.043,-1.650,-1.141,-2.283,0.702,0.019,-4.030,0.009,-7.702,8.246,0.010,4,-1.988,1,0.000,0.000,0.000,234.975,15,2,14,0,14,4,27,1,0.001
"3qar_ligand",0,0,0,0,0,3,0,-2,307.317,10.125,565.410,90.529,179.671,295.209,0.000,954.524,4.000,6.500,0.1073941,0.0229922,0.8292004,32.939,11.253,21.840,15.909,1.279,-3.732,-3.997,-5.704,195.921,-1.359,84.952,-3.503,8.086,1.312,1,-0.219,3,75.461,0.000,0.000,112.818,9,0,20,0,20,0,23,0,0.018
"3qaq_ligand",0,0,0,0,0,6,0,-2,358.362,4.978,650.633,54.016,190.377,406.241,0.000,1112.883,3.000,7.750,0.0222636,0.0206313,0.7982308,38.411,13.428,21.861,16.047,1.955,-5.370,-5.648,-6.734,155.081,-1.790,65.984,-3.021,8.076,1.438,4,-0.139,3,77.599,0.000,0.000,114.938,9,0,21,0,21,0,27,0,0.001
"3qak_ligand",11,0,0,0,2,14,0,-2,777.881,12.176,1137.165,430.792,243.302,463.071,0.000,2241.527,6.000,16.600,0.0661403,0.0357569,0.7284017,78.985,25.841,45.915,31.473,3.229,-6.993,-8.352,-5.386,28.586,-3.337,18.921,-3.028,8.475,0.826,8,-0.111,1,33.036,0.000,29.210,228.803,17,3,38,0,38,9,57,2,0.000
"3qai_ligand",1,0,0,0,0,6,0,-1,434.561,4.225,775.700,434.565,79.158,226.444,35.533,1389.551,3.000,5.500,0.0128436,0.0122809,0.7763437,47.766,14.364,23.102,12.165,5.180,-7.238,-6.111,-6.231,1758.903,-0.587,1425.869,-1.605,7.961,1.169,3,0.904,1,100.000,0.000,0.000,79.809,8,1,26,10,16,8,31,1,0.001
"3qa2_ligand",1,1,0,0,0,5,0,0,390.490,3.086,742.642,429.631,74.399,238.612,0.000,1305.860,3.000,7.000,0.0072929,0.0163260,0.7780063,45.175,13.360,22.765,13.821,3.468,-5.019,-4.080,-6.988,486.711,-0.159,251.309,-3.633,7.810,0.970,4,0.478,3,95.346,0.000,0.000,78.307,8,0,25,3,22,7,29,0,0.001
"3q96_ligand",3,1,0,0,0,6,0,-2,538.568,7.463,889.728,353.980,179.238,238.962,117.548,1600.715,4.000,7.500,0.0347958,0.0168591,0.7437904,56.336,16.616,29.751,16.669,4.595,-7.545,-7.012,-7.543,49.327,-1.271,93.226,-5.468,9.215,0.703,10,0.996,1,71.193,117.548,0.000,118.368,7,1,26,0,26,6,39,2,0.000
"3q92_ligand",1,1,0,0,0,6,0,0,422.550,5.376,765.364,429.495,69.901,229.686,36.283,1359.173,3.000,7.500,0.0212663,0.0169728,0.7753190,46.581,14.044,23.831,14.069,3.760,-5.248,-4.521,-6.989,536.945,-0.086,441.644,-3.485,7.892,1.113,3,0.484,3,100.000,0.000,0.000,76.761,8,0,25,3,22,7,30,0,0.001
"3q32_ligand",1,0,0,0,1,5,0,-1,482.492,4.836,800.160,329.742,121.057,279.602,69.760,1432.421,2.000,7.750,0.0163281,0.0136975,0.7680134,50.631,14.559,24.382,15.607,4.004,-6.595,-6.528,-5.245,456.506,-0.935,816.796,-2.286,8.451,0.934,3,0.394,1,100.000,69.760,23.678,104.296,10,0,26,0,26,4,35,1,0.001
"3q8d_ligand",0,1,0,1,2,9,0,-2,375.467,6.893,693.178,347.921,161.105,184.152,0.000,1249.348,3.250,7.750,0.0380304,0.0201557,0.8092992,39.825,13.015,22.413,16.535,-0.445,-2.915,-1.766,-1.666,10.267,-1.220,9.360,-5.038,9.476,-0.194,6,-0.741,2,42.443,0.000,32.310,125.737,7,0,11,0,11,4,27,1,0.004
"3q7j_ligand",1,1,0,0,1,14,0,-2,440.498,11.177,812.334,220.907,231.117,360.310,0.000,1445.967,3.250,9.250,0.0863929,0.0205281,0.7612650,46.165,16.814,26.404,18.189,1.830,-3.251,-3.427,-6.465,10.407,-2.541,6.221,-5.228,9.632,1.785,6,-0.285,2,55.865,0.000,23.090,164.587,9,0,12,0,12,0,32,1,0.001
"3q6k_ligand",1,1,0,0,0,4,0,-1,176.218,1.612,393.180,78.559,146.591,168.031,0.000,630.208,4.000,1.750,0.0041256,0.0089018,0.9041280,18.103,7.252,12.417,9.505,0.211,-0.164,-1.158,-4.611,100.620,-0.475,45.735,-5.308,8.155,0.022,4,-0.544,2,64.026,0.000,0.000,63.597,3,0,9,0,9,0,13,0,0.594
"3q4l_ligand",11,0,0,2,6,21,0,-2,785.720,8.336,1115.422,636.555,306.955,81.222,90.690,2214.637,5.000,15.000,0.0313782,0.0300703,0.7366498,69.767,23.623,39.856,29.866,1.867,-4.199,-5.304,5.681,0.127,-4.251,1.099,-4.874,9.042,0.041,9,-1.729,1,0.000,0.000,98.976,308.802,16,3,12,0,12,6,53,2,0.001
"3q3t_ligand",0,1,0,0,1,12,0,-1,480.646,6.694,769.902,413.718,108.272,247.912,0.000,1511.528,4.000,8.150,0.0296497,0.0211715,0.8273200,49.000,15.573,26.743,16.548,3.315,-3.289,-4.550,-4.860,167.767,-0.816,112.983,-3.552,9.034,0.165,6,0.174,3,86.175,0.000,17.758,94.161,6,0,23,0,23,10,35,0,0.069
"3q3b_ligand",0,0,0,0,0,3,0,-2,278.310,6.510,562.622,83.461,145.856,333.305,0.000,933.986,2.000,4.250,0.0453756,0.0106828,0.8213124,32.481,10.600,16.571,10.786,2.574,-4.430,-4.209,-6.013,409.967,-1.059,188.703,-2.745,9.140,1.008,2,0.159,3,88.778,0.000,0.000,73.585,4,0,18,0,18,0,21,0,0.019
"3pz4_ligand",0,0,0,0,0,8,0,-2,527.640,7.169,773.578,203.150,137.029,433.399,0.000,1530.860,0.000,9.250,0.0335690,0.0000000,0.8303950,54.113,16.330,23.965,12.807,4.337,-5.731,-8.172,-6.343,497.115,-1.243,232.411,-1.750,8.841,0.912,5,0.248,3,87.642,0.000,0.000,86.553,8,1,28,0,23,3,38,1,0.017
"3py0_ligand",0,0,0,0,0,3,0,0,241.249,4.041,469.719,102.652,119.049,248.018,0.000,774.911,2.000,5.250,0.0210694,0.0158065,0.8686172,25.300,8.399,14.110,10.785,1.362,-2.658,-2.943,-4.841,736.143,-0.669,355.264,-2.552,8.163,0.673,1,-0.348,3,86.232,0.000,0.000,74.476,5,0,14,0,14,0,18,0,1.488
"3pxz_ligand",0,0,0,0,0,5,0,-2,233.229,2.114,449.716,92.456,214.072,143.188,0.000,731.910,5.000,5.500,0.0061043,0.0273470,0.8733697,21.294,8.599,17.240,14.869,-0.209,-1.771,-2.458,-4.264,92.440,-1.609,37.719,-4.480,8.598,0.368,2,-0.679,3,60.908,0.000,0.000,114.692,7,0,12,0,12,0,17,0,0.131
"3pxy_ligand",0,0,0,0,0,5,0,-2,233.229,2.114,449.716,92.456,214.072,143.188,0.000,731.910,5.000,5.500,0.0061042,0.0273470,0.8733697,21.294,8.599,17.240,14.869,-0.209,-1.771,-2.458,-4.264,92.440,-1.609,37.719,-4.480,8.598,0.368,2,-0.679,3,60.908,0.000,0.000,114.692,7,0,12,0,12,0,17,0,0.131
